COMMIT,HASH,MICROSERVICES
22,3e086a3e91b22159c1880d046590cd6c9ea6b30e,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
23,43ded77349c40b947058f66a270e041e35ec2ec7,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
24,f04f9db3109fdb2280a39ae6dbbb555c7f89cf62,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
25,923740b61adf5c8f2cf45fda86977b74dc9ccdd3,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
26,5e42a51b4ddc4b1e916f70b8f59b7dd2d2f3aaa0,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
27,554eae1dda98bdd0f50073f0c53a6eb5206869fd,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
28,fcf22c743ad1138181a4ece8aaf70fdca020d32e,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
29,925b5c7d70d5683197aaf165c906df95bdc68bf6,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
30,d78beb50fac5f5ed018f4b560ec1ebfeaa23883c,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
31,b77c1e1541f9255e957e0338de27f7e9666b3c6c,"{Microservice(name='podcast.ingestion.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Ingestion.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.api', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.API/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.web', build=Build(context='.', rel_dockerfile='src/Web/Server/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='podcast.updater.worker', build=Build(context='.', rel_dockerfile='src/Services/Podcasts/Podcast.Updater.Worker/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='listentogether.hub', build=Build(context='.', rel_dockerfile='src/Services/ListenTogether/ListenTogether.Hub/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>)}"
